transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,124646352,11396.06943,0.006582536,0.473787875,0.013893425,0.988915008,0.995996261,FALSE
XM_047162835.1,124646377,0,NA,NA,NA,NA,NA,NA
XM_047162836.1,124629430,0.115091291,1.661883712,6.914752876,0.240338844,0.810067584,NA,NA
XM_047162837.1,124629431,348.177138,0.283972586,0.465741782,0.609721088,0.542046583,0.746665811,FALSE
XM_047162838.1,124629429,59.59518534,0.724355045,0.570797003,1.269023909,0.204432537,0.446203578,FALSE
XM_047162839.1,124629432,672.6054641,0.72370127,0.298966511,2.420676709,0.015491648,0.079679779,FALSE
XM_047162840.1,124629432,0.121051862,0.294164127,6.908781995,0.04257829,0.966037701,NA,FALSE
XM_047162841.1,124629433,21.1599507,-1.182053242,1.027406458,-1.150521522,0.249929135,0.496507963,FALSE
XM_047162848.1,124629436,0.871029152,-4.780765968,3.029968315,-1.57782705,0.114605348,NA,NA
XM_047162849.1,124629435,29.55729066,-1.824943938,1.525770879,-1.196079938,0.231665366,0.475957693,FALSE
XM_047162850.1,124629449,0.48343279,-1.862901638,2.001600538,-0.930706004,0.352005663,NA,NA
XM_047162851.1,124629465,22.15241557,-0.4661955,0.918051754,-0.507809606,0.611586872,0.797375768,FALSE
XM_047162852.1,124629482,213.7099926,0.128666415,0.226958282,0.566916586,0.570770855,0.766861598,FALSE
XM_047162853.1,124629483,3.432488481,-0.895565227,0.769325175,-1.164091929,0.244386759,0.490350019,FALSE
XM_047162855.1,124629484,0.663066885,1.520003801,1.915416886,0.793562912,0.427449931,NA,NA
XM_047162856.1,124629481,131.8658839,0.126688101,0.431777601,0.293410544,0.769208367,0.894038639,FALSE
XM_047162859.1,124629485,0.590610819,0.173655372,2.312167458,0.075105015,0.940131158,NA,FALSE
XM_047162860.1,124629485,2.059330977,-1.965327981,1.367484115,-1.437185236,0.150665367,0.378238816,FALSE
XM_047162863.1,124629485,0.123140667,0.89245334,6.91875675,0.12899042,0.897365229,NA,FALSE
XM_047162864.1,124629485,180.4997555,0.338751836,0.49176789,0.688844967,0.490920835,0.710256171,FALSE
XM_047162865.1,124629486,9073.790989,0.196142555,0.247774394,0.791617535,0.42858372,0.662191527,FALSE
XM_047162866.1,124629488,4360.727096,0.504797939,0.241772185,2.087907424,0.036806186,0.149374012,FALSE
XM_047162867.1,124629489,1.890883772,-0.06672972,1.080954316,-0.06173223,0.950776073,0.98018835,FALSE
XM_047162868.1,124629489,1.704011031,-1.154842978,1.193033821,-0.967988466,0.33305013,0.579437018,FALSE
XM_047162869.1,124629487,86.47570444,0.099527962,0.268798559,0.370269702,0.711181547,0.861474815,FALSE
XM_047162870.1,124629490,0.167222091,-0.550207851,6.73753164,-0.081663119,0.934914607,NA,FALSE
XM_047162872.1,124629492,7609.572145,-0.5084014,0.108323583,-4.693358398,2.69E-06,5.93E-05,FALSE
XM_047162877.1,124629494,574.0739007,2.713165146,0.635265111,4.270917921,1.95E-05,0.000324368,TRUE
XM_047162881.1,124629496,0.542203362,1.525661552,1.936362286,0.787900882,0.430754685,NA,NA
XM_047162882.1,124629495,394.7558398,-0.376886813,0.213756055,-1.763163214,0.077872966,0.251190844,FALSE
XM_047162884.1,124629496,0.990758859,-1.150626523,1.680000164,-0.684896673,0.493409126,NA,FALSE
XM_047162885.1,124629497,359.3282643,0.177513076,0.177684874,0.999033132,0.317778641,0.564678481,FALSE
XM_047162886.1,124629498,5057.573046,1.893965461,0.638408064,2.966700402,0.003010141,0.021471392,TRUE
XM_047162887.1,124629500,48.51381932,-0.279238613,0.351653067,-0.794074158,0.427152261,0.660912447,FALSE
XM_047162889.1,124629501,385.8361673,0.687633345,0.375379027,1.83183741,0.066975648,0.226845381,FALSE
XM_047162892.1,124629502,122.4084322,-3.616699625,0.875210647,-4.132376175,3.59E-05,0.000553696,TRUE
XM_047162897.1,124629504,0,NA,NA,NA,NA,NA,NA
XM_047162899.1,124629504,0,NA,NA,NA,NA,NA,NA
XM_047162904.1,124629508,305.8765852,0.139124371,0.149577047,0.930118452,0.352309758,0.598263991,FALSE
XM_047162905.1,124629509,1381.079734,1.222202368,0.71393378,1.711926795,0.08691016,0.268197883,FALSE
XM_047162906.1,124629506,360.4300583,0.113970492,0.240004565,0.474868016,0.63488105,0.811480146,FALSE
XM_047162907.1,124629510,248.1372042,0.133603912,0.346169824,0.385949043,0.699534408,0.854617959,FALSE
XM_047162908.1,124629511,0.02266787,0,6.91875675,0,1,NA,FALSE
XM_047162910.1,124629512,8428.375834,3.762034519,0.579520547,6.491632678,8.49E-11,7.35E-09,TRUE
XM_047162911.1,124629513,206.4353709,-0.240093324,0.187989703,-1.277162101,0.201545024,0.443289951,FALSE
XM_047162912.1,124629515,31.15811414,-0.115771271,0.367107488,-0.31536069,0.75248781,0.883253469,FALSE
XM_047162913.1,124629516,133.1960235,0.136399959,0.466375626,0.292468027,0.769928803,0.894679119,FALSE
XM_047162914.1,124629517,1057.805802,0.39913537,0.241843076,1.650389902,0.098863215,0.293285876,FALSE
XM_047162915.1,124629514,258.6730457,-0.221905794,0.131005381,-1.69386778,0.090290411,0.275832244,FALSE
XM_047162916.1,124629518,0.27949165,2.089079368,4.408912822,0.473830954,0.635620459,NA,NA
XM_047162918.1,124629519,1.46203434,-1.067259119,1.113747292,-0.958259676,0.337931832,0.583509623,FALSE
XM_047162920.1,124629519,12.6481875,0.843767256,0.547701831,1.540559495,0.123424032,0.338411212,FALSE
XM_047162921.1,124629519,0.15112738,0.89245334,6.91875675,0.12899042,0.897365229,NA,FALSE
XM_047162922.1,124629520,426.8890442,0.789218258,0.339230784,2.32649363,0.019992232,0.095868333,FALSE
XM_047162924.1,124629499,148.7246866,-3.261235843,1.512441406,-2.156272521,0.031062392,0.131837326,FALSE
XM_047162930.1,124629523,24.75406395,-1.810433781,1.335866608,-1.35525042,0.175337785,0.410520471,FALSE
XM_047162934.1,124629524,0.16421582,-0.550207891,6.726631236,-0.081795459,0.934809367,NA,FALSE
XM_047162935.1,124629524,0.078019373,1.652801683,6.91508441,0.239013956,0.811094761,NA,NA
XM_047162936.1,124629525,109.0190475,-0.142067075,0.171600316,-0.827895183,0.407729863,0.644535547,FALSE
XM_047162942.1,124629527,0,NA,NA,NA,NA,NA,NA
XM_047162943.1,124629528,0.177598691,2.200975811,6.669870289,0.329987798,0.741409182,NA,NA
XM_047162950.1,124629529,8.7753815,-2.501104662,1.845984604,-1.354889232,0.175452851,0.410607868,FALSE
XM_047162951.1,124629531,2499.496731,-0.338950407,0.698263203,-0.485419259,0.627378974,0.806249521,FALSE
XM_047162952.1,124629532,2436.883259,0.310707962,0.284016308,1.093979301,0.273964057,0.520896291,FALSE
XM_047162953.1,124629533,0.847759592,3.2107384,3.954748586,0.811869157,0.416866714,NA,NA
XM_047162958.1,124629536,0.052522061,0.171123085,6.91875675,0.024733213,0.980267763,NA,FALSE
XM_047162959.1,124629536,0.333592624,0,5.355920981,0,1,NA,FALSE
XM_047162960.1,124629537,0,NA,NA,NA,NA,NA,NA
XM_047162965.1,124629540,0,NA,NA,NA,NA,NA,NA
XM_047162967.1,124629541,0.016070617,0.89245334,6.91875675,0.12899042,0.897365229,NA,FALSE
XM_047162968.1,124629539,88.68741589,0.125882293,0.494430824,0.254600414,0.799031739,0.909997696,FALSE
XM_047162969.1,124629541,0.036849748,-0.55020717,6.91875675,-0.079523994,0.936615848,NA,FALSE
XM_047162970.1,124629542,204.2023054,-0.193861286,0.226384613,-0.856335965,0.391811973,0.630881441,FALSE
XM_047162972.1,124629544,111.8092626,0.252811924,0.367024708,0.688814455,0.490940038,0.710256171,FALSE
XM_047162975.1,124629547,60.11352418,0.169813638,0.272343,0.623528559,0.532937241,0.739958281,FALSE
XM_047162976.1,124629548,115.6932869,0.50527841,0.271903901,1.858297762,0.063126742,0.218145534,FALSE
XM_047162978.1,124629548,0.01223418,0,6.91875675,0,1,NA,FALSE
XM_047162979.1,124629548,0.036058028,0,6.91875675,0,1,NA,FALSE
XM_047162981.1,124629549,0,NA,NA,NA,NA,NA,NA
XM_047162982.1,124629549,0.043946259,0.89245334,6.91875675,0.12899042,0.897365229,NA,FALSE
XM_047162985.1,124629550,1.324678684,-1.873270796,1.567965404,-1.194714368,0.232198647,NA,NA
XM_047162990.1,124629551,0.022888824,0,6.91875675,0,1,NA,FALSE
XM_047162992.1,124629551,11.75222424,-0.477136124,0.533427416,-0.894472444,0.371069167,0.613390202,FALSE
XM_047162995.1,124629552,1628.878411,-0.495191121,0.249186095,-1.987234164,0.046896454,0.177631458,FALSE
XM_047162996.1,124629553,121.379531,0.299763433,0.217741274,1.376695506,0.168606409,0.4022972,FALSE
XM_047162997.1,124629553,15.6965977,0.339055494,0.505421684,0.670836856,0.502324465,0.718891964,FALSE
XM_047162998.1,124629557,0.666968619,-1.186744482,2.153601024,-0.551051225,0.58159856,NA,FALSE
XM_047163000.1,124629558,0.105952486,0.171123085,6.91875675,0.024733213,0.980267763,NA,FALSE
XM_047163004.1,124629561,19.30956485,-0.955032606,0.554814612,-1.721354458,0.085186523,0.264699624,FALSE
XM_047163005.1,124629561,0.565526593,-1.122675009,1.620812674,-0.69266179,0.488521823,NA,FALSE
XM_047163008.1,124629563,16.09449293,-2.172071671,0.57724998,-3.76279211,0.000168027,0.002028612,TRUE
XM_047163009.1,124629566,85.06900899,0.189606492,0.632612041,0.299720018,0.764390728,0.890300292,FALSE
XM_047163010.1,124629567,0.937307059,-0.349854116,1.85115293,-0.188992552,0.850098654,NA,FALSE
XM_047163011.1,124629568,553.0921702,-2.977330583,0.762187619,-3.90629618,9.37E-05,0.001250095,TRUE
XM_047163012.1,124629565,34.12408259,-1.49558768,1.337136389,-1.11850047,0.263353306,0.510184105,FALSE
XM_047163013.1,124629569,463.3511672,-1.956786215,0.560891015,-3.488710216,0.000485357,0.004956186,TRUE
XM_047163034.1,124629571,205.7292616,-0.5048598,0.403832448,-1.250171459,0.211236921,0.453284064,FALSE
XM_047163039.1,124629574,49.2507158,3.354124072,1.783879511,1.880241379,0.060075189,0.21076885,FALSE
XM_047163045.1,124629560,0.990492806,2.559599535,1.607793141,1.591995555,0.111385703,NA,NA
XM_047163048.1,124629576,15.04926507,-0.099437809,0.454508831,-0.218780808,0.826820798,0.924485067,FALSE
XM_047163049.1,124629577,7.091755958,-0.052637662,0.9627486,-0.054674358,0.956397898,0.98205554,FALSE
XM_047163050.1,124629577,0.385597712,3.285465154,2.569754177,1.278513402,0.201068462,NA,NA
XM_047163051.1,124629579,79.93736332,-0.100654216,0.242944152,-0.414310099,0.678647019,0.839291396,FALSE
XM_047163054.1,124629578,38.52629951,-1.928780831,1.662406748,-1.160234,0.245953548,0.492186641,FALSE
XM_047163057.1,124629581,363.3195701,0.632810639,0.301919409,2.095958788,0.036085847,0.147072101,FALSE
XM_047163058.1,124629582,19.03173669,-0.433142341,0.397892634,-1.088591,0.276334287,0.523059561,FALSE
XM_047163061.1,124629584,255.0026735,0.235415172,0.229639273,1.025152052,0.305291448,0.551851071,FALSE
XM_047163062.1,124629585,0.157481915,0.940553456,6.914752876,0.136021268,0.891804468,NA,FALSE
XM_047163063.1,124629585,18.52502489,-1.564436045,0.662065333,-2.362963241,0.018129468,0.089620822,FALSE
XM_047163064.1,124629586,241.4963747,-0.214090782,0.169803133,-1.26081762,0.207374564,0.448822965,FALSE
XM_047163065.1,124629587,414.4946232,-0.704547878,0.298349094,-2.361488247,0.018201749,0.089768102,FALSE
