transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,124646352,12104.43674,0.08199311,0.469097527,0.174789048,0.861245394,1,FALSE
XM_047162837.1,124629431,372.1284426,0.730608233,0.472738584,1.545480436,0.122230098,0.81608852,FALSE
XM_047162838.1,124629429,63.56616094,0.779411639,0.580618353,1.342382023,0.17947216,0.858700188,FALSE
XM_047162839.1,124629432,717.1068842,0.422135891,0.299893384,1.407619886,0.159243656,0.842959215,FALSE
XM_047162841.1,124629433,22.59819976,0.159895283,1.029307146,0.155342634,0.876551206,1,FALSE
XM_047162848.1,124629436,0.929907815,-2.968000592,3.055674027,-0.971307988,0.331394932,0.948486951,FALSE
XM_047162849.1,124629435,31.73181655,-0.502588301,1.514745472,-0.331797196,0.740042402,1,FALSE
XM_047162850.1,124629449,0.514572154,0.000319427,2.059308617,0.000155114,0.999876237,1,FALSE
XM_047162851.1,124629465,23.6438594,0.075175123,0.936878253,0.080240012,0.936046368,1,FALSE
XM_047162852.1,124629482,227.6894662,0.643107536,0.229016141,2.808131917,0.004982981,0.35966978,FALSE
XM_047162853.1,124629483,3.651384839,1.323208024,1.084451521,1.220163371,0.222402949,0.878955524,FALSE
XM_047162855.1,124629484,0.706396635,1.309995112,1.834393014,0.714130016,0.475146787,0.987292477,FALSE
XM_047162856.1,124629481,140.9352452,0.263092376,0.438242793,0.600334747,0.548283166,1,FALSE
XM_047162859.1,124629485,0.629437497,1.52527909,2.30446573,0.661879702,0.508048321,0.994443133,FALSE
XM_047162860.1,124629485,2.204377669,0.946194167,1.222375655,0.774061692,0.43889431,0.980246053,FALSE
XM_047162864.1,124629485,192.8504275,0.450267442,0.494803983,0.909991548,0.362826967,0.960889535,FALSE
XM_047162865.1,124629486,9672.639815,-0.321251052,0.246428855,-1.303625959,0.192361145,0.863583332,FALSE
XM_047162866.1,124629488,4650.981491,-0.157083369,0.239916594,-0.654741578,0.512634151,0.994799871,FALSE
XM_047162867.1,124629489,2.008573848,1.037434066,1.280301257,0.810304653,0.417765102,0.973906789,FALSE
XM_047162868.1,124629489,1.809929768,-0.991210642,1.56515959,-0.633296853,0.526539808,0.997299054,FALSE
XM_047162869.1,124629487,92.2352833,-0.006767113,0.271305793,-0.024942753,0.980100626,1,FALSE
XM_047162872.1,124629492,8116.596721,0.035449361,0.111749168,0.317222599,0.751074703,1,FALSE
XM_047162877.1,124629494,611.7776525,0.413513605,0.632741947,0.65352646,0.513416937,0.995380068,FALSE
XM_047162881.1,124629496,0.577384351,2.427099823,1.901559611,1.276373252,0.201823607,0.8667554,FALSE
XM_047162882.1,124629495,420.9654861,0.287952842,0.219384264,1.312550123,0.189334586,0.861609527,FALSE
XM_047162884.1,124629496,1.058618622,0.509448024,1.813089404,0.280983399,0.778723133,1,FALSE
XM_047162885.1,124629497,383.5659309,-0.094966919,0.18491722,-0.513564497,0.607556507,1,FALSE
XM_047162886.1,124629498,5376.405091,0.211445151,0.635081843,0.332941579,0.739178383,1,FALSE
XM_047162887.1,124629500,51.66806414,0.370966014,0.35755154,1.037517594,0.2994947,0.933011637,FALSE
XM_047162889.1,124629501,410.9295663,-0.411742591,0.372906545,-1.104144178,0.2695306,0.913098744,FALSE
XM_047162892.1,124629502,130.4871617,0.514084864,0.88288927,0.582275583,0.56038107,1,FALSE
XM_047162904.1,124629508,326.5077255,-0.447877823,0.153190374,-2.923668176,0.003459333,0.320759998,FALSE
XM_047162905.1,124629509,1463.976668,0.143070786,0.708468914,0.201943632,0.839960791,1,FALSE
XM_047162906.1,124629506,384.5048322,-0.155297985,0.240307854,-0.64624598,0.518120066,0.995439878,FALSE
XM_047162907.1,124629510,264.9761371,-0.142141097,0.351987104,-0.403824729,0.68634161,1,FALSE
XM_047162910.1,124629512,8980.376875,0.063888853,0.57472485,0.111164243,0.911486106,1,FALSE
XM_047162911.1,124629513,220.2487716,-0.027440999,0.197118096,-0.139210956,0.889283451,1,FALSE
XM_047162912.1,124629515,33.26569759,-0.645222024,0.382139943,-1.68844434,0.091325965,0.77035912,FALSE
XM_047162913.1,124629516,142.3638551,0.176551509,0.47184237,0.374174768,0.708274295,1,FALSE
XM_047162914.1,124629517,1128.348028,-0.13880397,0.24092506,-0.576129236,0.564527832,1,FALSE
XM_047162915.1,124629514,275.8700443,0.315176651,0.139010167,2.267292078,0.023372389,0.597627017,FALSE
XM_047162918.1,124629519,1.555937393,-0.381809022,1.202868401,-0.317415456,0.750928381,1,FALSE
