transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,124646352,11396.06943,0.375315215,0.473760359,0.792204767,0.42824129,0.889506742,FALSE
XM_047162835.1,124646377,0,NA,NA,NA,NA,NA,NA
XM_047162836.1,124629430,0.115091291,0,6.917763458,0,1,NA,FALSE
XM_047162837.1,124629431,348.177138,-0.184896225,0.465551916,-0.397154901,0.691253237,0.964869656,FALSE
XM_047162838.1,124629429,59.59518534,-0.882018191,0.577790844,-1.526535425,0.126876575,0.59611019,FALSE
XM_047162839.1,124629432,672.6054641,-0.420778052,0.298834837,-1.408062248,0.159112639,0.654585509,FALSE
XM_047162840.1,124629432,0.121051862,-0.948648745,6.917763458,-0.13713229,0.89092623,NA,FALSE
XM_047162841.1,124629433,21.1599507,-2.411920832,1.043231809,-2.311970179,0.020779327,0.219013622,FALSE
XM_047162848.1,124629436,0.871029152,3.037224725,3.064070551,0.991238509,0.321569131,NA,NA
XM_047162849.1,124629435,29.55729066,-4.070014679,1.590087972,-2.55961604,0.010478787,0.158522169,FALSE
XM_047162850.1,124629449,0.48343279,1.263813439,1.785231402,0.70792696,0.478990617,NA,FALSE
XM_047162851.1,124629465,22.15241557,-1.77470458,0.926457506,-1.915581198,0.055418425,0.395118281,FALSE
XM_047162852.1,124629482,213.7099926,0.152688556,0.228624074,0.66785861,0.50422385,0.919675183,FALSE
XM_047162853.1,124629483,3.432488481,-1.391547131,1.044275008,-1.332548533,0.182680004,NA,FALSE
XM_047162855.1,124629484,0.663066885,-0.527536738,1.793069997,-0.294208669,0.768598457,NA,FALSE
XM_047162856.1,124629481,131.8658839,-0.30103391,0.430803255,-0.698773527,0.484693575,0.910683988,FALSE
XM_047162859.1,124629485,0.590610819,-1.448800583,2.262243088,-0.640426571,0.521895313,NA,FALSE
XM_047162860.1,124629485,2.059330977,-0.428120461,1.208094919,-0.35437651,0.723056736,NA,FALSE
XM_047162863.1,124629485,0.123140667,-0.948635314,6.917763458,-0.137130349,0.890927764,NA,FALSE
XM_047162864.1,124629485,180.4997555,-0.075403571,0.490766516,-0.153644489,0.877890056,0.986254256,FALSE
