NAME	TITLE	SCORE	
XM_047165968	na	2.6184886	
XM_047167755	na	2.6184886	
XM_047172941	na	2.6184886	
XR_006984978	na	2.6184886	
XR_006986015	na	2.6184886	
XM_047162959	na	2.3195803	
XR_006984427	na	2.2045245	
XM_047169030	na	2.0849884	
XM_047185770	na	1.9393468	
XM_047166980	na	1.751633	
XM_047182717	na	1.6682767	
XM_047174228	na	1.641663	
XM_047178699	na	1.6073074	
XM_047173674	na	1.596697	
XM_047171914	na	1.5752261	
XM_047175463	na	1.5668343	
XM_047174180	na	1.520372	
XM_047171888	na	1.477221	
XM_047164091	na	1.47498	
XM_047181660	na	1.4167974	
XM_047166978	na	1.4149201	
XM_047167088	na	1.4057615	
XM_047186280	na	1.3418441	
XM_047178580	na	1.3335723	
XM_047174834	na	1.332813	
XM_047163461	na	1.3272707	
XM_047184257	na	1.3221682	
XM_047168064	na	1.3059468	
XM_047180087	na	1.3042724	
XM_047163170	na	1.2974801	
XM_047185308	na	1.2936379	
XM_047178427	na	1.2875478	
XM_047183394	na	1.2630758	
XM_047181091	na	1.2405078	
XM_047166812	na	1.2371672	
XM_047179354	na	1.231494	
XM_047181798	na	1.227412	
XR_006984525	na	1.2238809	
XM_047183021	na	1.2222428	
XM_047168509	na	1.2126769	
XM_047169953	na	1.2038364	
XM_047166335	na	1.2022489	
XM_047175953	na	1.1815004	
XM_047173749	na	1.1729573	
XM_047185931	na	1.1723338	
XM_047171650	na	1.1683127	
XM_047183392	na	1.1564701	
XM_047163505	na	1.151286	
XM_047176678	na	1.1500888	
XM_047181453	na	1.1482123	
XM_047167006	na	1.136638	
XM_047164877	na	1.1301128	
XR_006986157	na	1.1244242	
XM_047174552	na	1.1227828	
XM_047180510	na	1.1227828	
XM_047184414	na	1.1227828	
XM_047181796	na	1.1206007	
XM_047184948	na	1.1200817	
XR_006984695	na	1.1193414	
XR_006984691	na	1.1157914	
XM_047169266	na	1.1079609	
XM_047175000	na	1.1049597	
XM_047171852	na	1.1008246	
XM_047172052	na	1.0940267	
XM_047172440	na	1.0940267	
XR_006986106	na	1.0873551	
XR_006985114	na	1.0809795	
XM_047184297	na	1.0791105	
XM_047168792	na	1.0764356	
XM_047178333	na	1.0764356	
XM_047179079	na	1.0673923	
XM_047185070	na	1.0657536	
XM_047183951	na	1.0632412	
XM_047168415	na	1.0621691	
XM_047180690	na	1.0607463	
XM_047180896	na	1.0594505	
XM_047183996	na	1.0594505	
XM_047177219	na	1.054515	
XM_047162881	na	1.0485985	
