NAME	TITLE	SCORE	
XM_047168450	na	4.0365763	
XM_047163045	na	3.3182654	
XM_047176920	na	2.8450277	
XM_047168912	na	2.5267472	
XM_047169606	na	2.4830868	
XM_047173275	na	2.4830868	
XM_047164466	na	2.3921587	
XM_047169123	na	2.3744037	
XM_047185672	na	2.3678873	
XM_047182576	na	2.3622334	
XM_047173595	na	2.3423052	
XM_047184792	na	2.2538831	
XM_047170780	na	2.2166395	
XM_047178019	na	2.1887808	
XM_047182266	na	2.0774226	
XM_047182410	na	2.020697	
XM_047181880	na	1.9686657	
XM_047163137	na	1.9585524	
XM_047168271	na	1.954747	
XM_047168079	na	1.875726	
XM_047171911	na	1.8678498	
XM_047184882	na	1.8603879	
XM_047178732	na	1.8281916	
XM_047177297	na	1.8102802	
XM_047164520	na	1.8002431	
XM_047185111	na	1.7939781	
XM_047180350	na	1.7590784	
XM_047175346	na	1.7578661	
XM_047179971	na	1.7561411	
XM_047164549	na	1.7322211	
XM_047180847	na	1.7321563	
XM_047173095	na	1.7249185	
XM_047168585	na	1.6989528	
XM_047171264	na	1.6977661	
XM_047182833	na	1.6840248	
XM_047170748	na	1.6816865	
XM_047172629	na	1.6800925	
XM_047168022	na	1.677827	
XM_047169529	na	1.6719759	
XM_047171310	na	1.6557913	
XM_047181798	na	1.6544622	
XM_047164516	na	1.653995	
XM_047180909	na	1.6530385	
XM_047164625	na	1.6501883	
XM_047164894	na	1.6445428	
XM_047172994	na	1.6434292	
XM_047166788	na	1.6425993	
XR_006985830	na	1.6397789	
XM_047180803	na	1.6358254	
XM_047175016	na	1.6305234	
XR_006985818	na	1.6305234	
XM_047178104	na	1.6236522	
XM_047180752	na	1.6154296	
XM_047167728	na	1.6112677	
XM_047167138	na	1.6048537	
XM_047183710	na	1.6016049	
XM_047165135	na	1.6015283	
XM_047169082	na	1.5996407	
XM_047179491	na	1.5879236	
XM_047175824	na	1.5762457	
XM_047171143	na	1.5709238	
XM_047170482	na	1.5491347	
XM_047163726	na	1.5486284	
XM_047175024	na	1.5479306	
XM_047176838	na	1.5476966	
XM_047182504	na	1.5446597	
XM_047170376	na	1.5443547	
XM_047178415	na	1.5431778	
XM_047174544	na	1.5394472	
XR_006985274	na	1.5380225	
XM_047176964	na	1.5215083	
XM_047165564	na	1.519751	
XM_047178902	na	1.5185481	
XM_047164609	na	1.5131162	
XM_047180908	na	1.5076952	
XM_047184897	na	1.5070893	
XM_047186427	na	1.5000253	
XM_047176073	na	1.4963171	
XM_047176638	na	1.4930054	
XM_047169379	na	1.49292	
XM_047185860	na	1.488995	
XM_047172346	na	1.4826627	
XM_047175229	na	1.4817898	
XM_047179428	na	1.4805218	
XM_047182501	na	1.4720818	
XM_047169569	na	1.4679874	
