transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,LOC124646352,5735.549109,0.089413757,0.628807509,0.142195752,0.886925387,1,FALSE
XM_047162835.1,LOC124646377,0.405316265,0.979574369,3.204663293,0.305671542,0.759854743,NA,FALSE
XM_047162836.1,LOC124629430,8.710037667,-0.546637948,0.94115956,-0.580813256,0.56136632,0.980715512,FALSE
XM_047162837.1,LOC124629431,319.2151763,0.033950637,0.301271977,0.112690987,0.910275547,1,FALSE
XM_047162838.1,LOC124629429,371.7531846,-0.286578141,0.391618189,-0.731779444,0.464303197,0.972582948,FALSE
XM_047162839.1,LOC124629432,345.6489137,-0.272080682,0.395203951,-0.688456382,0.491165429,0.976111826,FALSE
XM_047162840.1,LOC124629432,0.155030061,1.741063564,6.913398187,0.25183904,0.80116548,NA,NA
XM_047162841.1,LOC124629433,5.895873678,0.132443324,0.74621023,0.17748795,0.85912513,1,FALSE
XM_047162848.1,LOC124629436,0,NA,NA,NA,NA,NA,NA
XM_047162849.1,LOC124629435,1.173930764,2.257711892,1.607832029,1.404196366,0.160260384,NA,NA
XM_047162850.1,LOC124629449,0.035717656,-0.463104557,6.91875675,-0.066934649,0.946633729,NA,FALSE
XM_047162851.1,LOC124629465,6.32286079,0.241694753,0.655000248,0.368999482,0.712128111,0.99661757,FALSE
XM_047162852.1,LOC124629482,294.3403232,0.126944645,0.234986816,0.540220285,0.589045125,0.988524653,FALSE
XM_047162853.1,LOC124629483,4.883055698,-0.446021891,0.909334449,-0.49049268,0.623785309,0.992420692,FALSE
XM_047162855.1,LOC124629484,1.29514712,-0.972180161,2.013031601,-0.482943318,0.629135983,NA,FALSE
XM_047162856.1,LOC124629481,106.0193965,0.144245441,0.269946056,0.534349133,0.593100005,0.990094363,FALSE
XM_047162859.1,LOC124629485,1.127261169,0.611320247,1.341210561,0.45579737,0.648535695,NA,FALSE
XM_047162860.1,LOC124629485,1.424328226,0.479722063,1.300919286,0.368756208,0.712309449,NA,FALSE
XM_047162863.1,LOC124629485,0.106071899,0.979555953,6.91875675,0.141579765,0.887411951,NA,FALSE
XM_047162864.1,LOC124629485,202.5628572,-0.020971288,0.391661271,-0.053544452,0.957298114,1,FALSE
XM_047162865.1,LOC124629486,7689.228842,0.249164444,0.205262878,1.213879715,0.22479366,0.901541827,FALSE
XM_047162866.1,LOC124629488,10451.73555,0.617045008,0.25422857,2.427126929,0.01521893,0.545897228,FALSE
XM_047162867.1,LOC124629489,1.373162107,-0.67258001,1.00103097,-0.671887314,0.501655437,NA,FALSE
XM_047162868.1,LOC124629489,1.802600682,-1.47538735,1.047081816,-1.409046865,0.158821311,NA,FALSE
XM_047162869.1,LOC124629487,262.388655,0.097884888,0.353685336,0.276756986,0.781966712,1,FALSE
XM_047162870.1,LOC124629490,0.091583872,0,6.91875675,0,1,NA,FALSE
XM_047162872.1,LOC124629492,7113.681287,0.020811528,0.101210177,0.205626828,0.837082419,1,FALSE
XM_047162877.1,LOC124629494,29.36674529,-1.398519098,0.844955397,-1.655139553,0.097896193,0.848212178,FALSE
XM_047162881.1,LOC124629496,3.404446617,0.65397985,0.895807579,0.730045007,0.465362675,0.972582948,FALSE
XM_047162882.1,LOC124629495,656.952051,0.115184086,0.282900918,0.407153453,0.683895286,0.996286426,FALSE
XM_047162884.1,LOC124629496,1.480158101,-1.323647825,1.330530668,-0.994826994,0.319820415,NA,FALSE
XM_047162885.1,LOC124629497,580.9896919,-0.209143205,0.144535319,-1.447004137,0.147895765,0.884658467,FALSE
XM_047162886.1,LOC124629498,2062.139264,0.096710957,0.328817995,0.294116985,0.768668513,0.999186654,FALSE
XM_047162887.1,LOC124629500,88.08417845,0.134677088,0.344236919,0.391233713,0.695624491,0.99661757,FALSE
XM_047162889.1,LOC124629501,42.62165663,-0.164289181,0.608013777,-0.270206346,0.787001511,1,FALSE
XM_047162892.1,LOC124629502,103.9880311,-0.444948952,0.563218963,-0.790010601,0.429521577,0.965803511,FALSE
XM_047162897.1,LOC124629504,0.076298682,0,6.91875675,0,1,NA,FALSE
XM_047162899.1,LOC124629504,0.083911259,0,6.91875675,0,1,NA,FALSE
XM_047162904.1,LOC124629508,493.0319869,0.124405419,0.134159489,0.927294967,0.353773407,0.943326568,FALSE
XM_047162905.1,LOC124629509,939.413618,0.670853835,0.721201267,0.930189486,0.352272985,0.942244192,FALSE
XM_047162906.1,LOC124629506,417.55244,-0.185115508,0.22024705,-0.840490296,0.40063354,0.957164229,FALSE
XM_047162907.1,LOC124629510,191.9906884,-0.080477068,0.33296804,-0.241696073,0.809015672,1,FALSE
XM_047162908.1,LOC124629511,0.026798661,0,6.91875675,0,1,NA,FALSE
XM_047162910.1,LOC124629512,1908.148064,-0.171181084,0.688786242,-0.248525701,0.803727687,1,FALSE
XM_047162911.1,LOC124629513,232.0693214,-0.086038752,0.167177537,-0.514654981,0.606794138,0.991376766,FALSE
XM_047162912.1,LOC124629515,24.44279476,0.255233152,0.349518975,0.730241189,0.465242769,0.972582948,FALSE
XM_047162913.1,LOC124629516,108.4030075,0.023271127,0.288445259,0.080677792,0.935698199,1,FALSE
XM_047162914.1,LOC124629517,1583.506885,0.101129419,0.217177677,0.465652917,0.641463959,0.992420692,FALSE
XM_047162915.1,LOC124629514,262.8092528,-0.152954828,0.119592131,-1.27897067,0.200907384,0.894555214,FALSE
XM_047162916.1,LOC124629518,0.619863797,-0.463114762,1.94877252,-0.237644342,0.812156956,NA,FALSE
