transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,LOC124646352,5735.549109,0.327882375,0.628819024,0.52142566,0.60207028,0.75650174,FALSE
XM_047162835.1,LOC124646377,0.405316265,2.112082149,3.196478556,0.660752798,0.508770858,NA,NA
XM_047162836.1,LOC124629430,8.710037667,2.871175967,1.128492664,2.544257538,0.010951031,0.047158582,TRUE
XM_047162837.1,LOC124629431,319.2151763,-0.404975337,0.301121986,-1.344887969,0.178661416,0.353930066,FALSE
XM_047162838.1,LOC124629429,371.7531846,0.976983215,0.389865608,2.505948705,0.012212334,0.051415849,FALSE
XM_047162839.1,LOC124629432,345.6489137,0.604941765,0.394895885,1.531901922,0.125546639,0.281518094,FALSE
XM_047162840.1,LOC124629432,0.155030061,0,6.91875675,0,1,NA,FALSE
XM_047162841.1,LOC124629433,5.895873678,0.350793431,0.676081233,0.518862844,0.60385639,0.757854744,FALSE
XM_047162848.1,LOC124629436,0,NA,NA,NA,NA,NA,NA
XM_047162849.1,LOC124629435,1.173930764,0.144664144,1.775277413,0.081488191,0.935053716,0.965801409,FALSE
XM_047162850.1,LOC124629449,0.035717656,0,6.91875675,0,1,NA,FALSE
XM_047162851.1,LOC124629465,6.32286079,1.616859392,0.647360632,2.497617729,0.012503094,0.052426031,FALSE
XM_047162852.1,LOC124629482,294.3403232,-0.219336409,0.233546628,-0.93915468,0.347651333,0.542376183,FALSE
XM_047162853.1,LOC124629483,4.883055698,-0.719975549,0.812878657,-0.885710976,0.375773292,0.5707528,FALSE
XM_047162855.1,LOC124629484,1.29514712,0.725415178,1.804796813,0.401937311,0.687730163,0.818568294,FALSE
XM_047162856.1,LOC124629481,106.0193965,-0.689498369,0.265889617,-2.593175229,0.009509431,0.042413119,FALSE
XM_047162859.1,LOC124629485,1.127261169,0.778390161,1.461837399,0.532473832,0.594397861,NA,FALSE
XM_047162860.1,LOC124629485,1.424328226,-0.393121586,1.298322413,-0.302791958,0.762048412,0.866287922,FALSE
XM_047162863.1,LOC124629485,0.106071899,1.431565265,6.91875675,0.206910767,0.836079548,NA,FALSE
XM_047162864.1,LOC124629485,202.5628572,0.252135997,0.39275471,0.641968104,0.520893893,0.696918397,FALSE
XM_047162865.1,LOC124629486,7689.228842,0.506145741,0.205266031,2.465803716,0.013670622,0.056346638,FALSE
XM_047162866.1,LOC124629488,10451.73555,1.229101009,0.254224472,4.834707692,1.33E-06,2.67E-05,FALSE
XM_047162867.1,LOC124629489,1.373162107,-0.438063903,0.845825022,-0.517913152,0.604518866,0.758389225,FALSE
XM_047162868.1,LOC124629489,1.802600682,-0.599886332,0.779387982,-0.769688968,0.441484416,0.629135477,FALSE
XM_047162869.1,LOC124629487,262.388655,0.553396515,0.353313643,1.566303836,0.117277503,0.269187453,FALSE
XM_047162870.1,LOC124629490,0.091583872,0,6.91875675,0,1,NA,FALSE
XM_047162872.1,LOC124629492,7113.681287,-0.017391559,0.101157834,-0.171924984,0.863496504,0.926303256,FALSE
XM_047162877.1,LOC124629494,29.36674529,-0.517110563,0.83744042,-0.617489377,0.536911986,0.709683252,FALSE
XM_047162881.1,LOC124629496,3.404446617,0.664129375,0.818727799,0.811172378,0.417266686,0.607576689,FALSE
XM_047162882.1,LOC124629495,656.952051,-0.046483108,0.282481881,-0.164552528,0.869296199,0.93034527,FALSE
XM_047162884.1,LOC124629496,1.480158101,-1.11169365,1.652096414,-0.672898773,0.501011693,0.680854782,FALSE
XM_047162885.1,LOC124629497,580.9896919,0.18129616,0.143450715,1.263821939,0.206293945,0.389577823,FALSE
XM_047162886.1,LOC124629498,2062.139264,1.336918906,0.328733761,4.066874361,4.76E-05,0.00054287,FALSE
XM_047162887.1,LOC124629500,88.08417845,0.677590787,0.344222998,1.968464602,0.049014605,0.146693319,FALSE
XM_047162889.1,LOC124629501,42.62165663,0.191986438,0.616080087,0.311625781,0.755324939,0.862408527,FALSE
XM_047162892.1,LOC124629502,103.9880311,-0.933128576,0.558749996,-1.670028784,0.094913669,0.232295709,FALSE
XM_047162897.1,LOC124629504,0.076298682,0.71023501,6.91875675,0.10265356,0.918237933,NA,FALSE
XM_047162899.1,LOC124629504,0.083911259,0,6.91875675,0,1,NA,FALSE
XM_047162904.1,LOC124629508,493.0319869,0.233925103,0.132962315,1.759333861,0.078520818,0.202037694,FALSE
XM_047162905.1,LOC124629509,939.413618,1.976371341,0.72158799,2.738919394,0.006164148,0.030648631,TRUE
XM_047162906.1,LOC124629506,417.55244,0.3789913,0.219609448,1.725751347,0.084392156,0.213082948,FALSE
