transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,LOC124646352,5735.549109,0.72953061,0.628960175,1.159899528,0.246089715,0.862260036,FALSE
XM_047162835.1,LOC124646377,0.405316265,-0.88369521,3.056476861,-0.289122166,0.772487892,1,FALSE
XM_047162836.1,LOC124629430,8.710037667,1.408086529,0.971138663,1.44993355,0.14707705,0.765363026,FALSE
XM_047162837.1,LOC124629431,319.2151763,0.346473181,0.30214925,1.146695486,0.251507497,0.864821691,FALSE
XM_047162838.1,LOC124629429,371.7531846,0.217878453,0.390945564,0.557311485,0.57731463,1,FALSE
XM_047162839.1,LOC124629432,345.6489137,0.868793758,0.394294053,2.203415831,0.027565453,0.499224675,FALSE
XM_047162840.1,LOC124629432,0.155030061,2.450579639,6.878979105,0.356241762,0.721659519,1,FALSE
XM_047162841.1,LOC124629433,5.895873678,-0.219597102,0.732411282,-0.29982758,0.764308677,1,FALSE
XM_047162848.1,LOC124629436,0,NA,NA,NA,NA,NA,NA
XM_047162849.1,LOC124629435,1.173930764,-0.079057304,1.880376431,-0.042043339,0.966464149,1,FALSE
XM_047162850.1,LOC124629449,0.035717656,0,6.91875675,0,1,NA,FALSE
XM_047162851.1,LOC124629465,6.32286079,0.089491643,0.648750042,0.13794472,0.890284107,1,FALSE
XM_047162852.1,LOC124629482,294.3403232,-0.228546868,0.23524556,-0.971524684,0.331287067,0.934489422,FALSE
XM_047162853.1,LOC124629483,4.883055698,-0.545794417,0.870432446,-0.627038226,0.530634178,1,FALSE
XM_047162855.1,LOC124629484,1.29514712,-0.751687312,2.084712132,-0.360571275,0.718419966,1,FALSE
XM_047162856.1,LOC124629481,106.0193965,0.321938598,0.272962992,1.179422147,0.238230121,0.853854327,FALSE
XM_047162859.1,LOC124629485,1.127261169,0.784659958,1.333919304,0.588236452,0.556373594,1,FALSE
XM_047162860.1,LOC124629485,1.424328226,0.876377151,1.600867307,0.547438971,0.584077188,1,FALSE
XM_047162863.1,LOC124629485,0.106071899,0,6.91875675,0,1,NA,FALSE
XM_047162864.1,LOC124629485,202.5628572,0.007096597,0.392786782,0.018067301,0.985585163,1,FALSE
XM_047162865.1,LOC124629486,7689.228842,0.446187396,0.205284288,2.173509726,0.029741975,0.503866029,FALSE
XM_047162866.1,LOC124629488,10451.73555,0.364431218,0.254176134,1.433774337,0.151636671,0.768512989,FALSE
XM_047162867.1,LOC124629489,1.373162107,-0.058159884,1.02293688,-0.056855789,0.954660072,1,FALSE
XM_047162868.1,LOC124629489,1.802600682,-1.904067793,1.03629204,-1.837385331,0.066153031,0.623322948,FALSE
XM_047162869.1,LOC124629487,262.388655,0.06471141,0.353492093,0.183063247,0.854748393,1,FALSE
XM_047162870.1,LOC124629490,0.091583872,0,6.91875675,0,1,NA,FALSE
XM_047162872.1,LOC124629492,7113.681287,0.019051389,0.101214829,0.188227252,0.85069851,1,FALSE
XM_047162877.1,LOC124629494,29.36674529,1.081979837,0.840433755,1.28740645,0.197952657,0.816868794,FALSE
XM_047162881.1,LOC124629496,3.404446617,2.23706699,0.913385846,2.449202601,0.014317289,0.442351202,FALSE
XM_047162882.1,LOC124629495,656.952051,-0.140612315,0.282939654,-0.496969278,0.619210717,1,FALSE
XM_047162884.1,LOC124629496,1.480158101,2.488209126,1.591673928,1.563265618,0.117990132,0.72633393,FALSE
XM_047162885.1,LOC124629497,580.9896919,0.224170054,0.144017321,1.556549263,0.119577538,0.72633393,FALSE
XM_047162886.1,LOC124629498,2062.139264,0.164333568,0.328540051,0.500193408,0.6169389,1,FALSE
XM_047162887.1,LOC124629500,88.08417845,0.125927473,0.342603772,0.367560089,0.713201279,1,FALSE
XM_047162889.1,LOC124629501,42.62165663,-0.624980211,0.610203222,-1.024216504,0.305733025,0.912179494,FALSE
XM_047162892.1,LOC124629502,103.9880311,0.276084313,0.562247308,0.491037145,0.623400176,1,FALSE
XM_047162897.1,LOC124629504,0.076298682,0,6.91875675,0,1,NA,FALSE
XM_047162899.1,LOC124629504,0.083911259,0.642274703,6.91875675,0.092830942,0.926037869,NA,FALSE
XM_047162904.1,LOC124629508,493.0319869,0.190196589,0.133540475,1.424261739,0.154370719,0.770201152,FALSE
XM_047162905.1,LOC124629509,939.413618,-0.517214972,0.72114786,-0.717210714,0.473244089,1,FALSE
XM_047162906.1,LOC124629506,417.55244,0.321805422,0.219139668,1.468494614,0.141969918,0.757193838,FALSE
XM_047162907.1,LOC124629510,191.9906884,-0.726492331,0.335789259,-2.163536542,0.030499936,0.503866029,FALSE
XM_047162908.1,LOC124629511,0.026798661,0,6.91875675,0,1,NA,FALSE
XM_047162910.1,LOC124629512,1908.148064,0.012350027,0.688452761,0.017938816,0.985687663,1,FALSE
XM_047162911.1,LOC124629513,232.0693214,-0.128065781,0.168891759,-0.758271348,0.448288556,0.998124623,FALSE
XM_047162912.1,LOC124629515,24.44279476,-0.596797371,0.342442364,-1.742767349,0.081374262,0.658994603,FALSE
XM_047162913.1,LOC124629516,108.4030075,0.630819492,0.292505066,2.156610483,0.031036027,0.50630111,FALSE
XM_047162914.1,LOC124629517,1583.506885,0.30522297,0.216907647,1.407156337,0.159381036,0.776417142,FALSE
XM_047162915.1,LOC124629514,262.8092528,-0.114656281,0.120876014,-0.948544522,0.342852318,0.939933544,FALSE
XM_047162916.1,LOC124629518,0.619863797,1.345428583,1.940189204,0.693452258,0.488025777,1,FALSE
XM_047162918.1,LOC124629519,1.506128043,0.583422075,1.080267864,0.540071675,0.589147604,1,FALSE
XM_047162920.1,LOC124629519,6.467460729,0.987503578,0.609994763,1.618872224,0.105474758,0.699696314,FALSE
XM_047162921.1,LOC124629519,0.318090679,-0.754369025,3.147815587,-0.239648418,0.810602826,1,FALSE
XM_047162922.1,LOC124629520,11.24104197,1.102320224,0.739228429,1.491176721,0.135915104,0.750962765,FALSE
XM_047162924.1,LOC124629499,32.93785391,3.194386009,1.374019387,2.324847843,0.020080098,0.475875498,FALSE
XM_047162930.1,LOC124629523,371.9294524,0.149898848,0.274850823,0.54538257,0.585490426,1,FALSE
XM_047162934.1,LOC124629524,0.144630906,0,6.91875675,0,1,1,FALSE
XM_047162935.1,LOC124629524,0.131501668,-0.800385807,6.91875675,-0.115683473,0.907903405,1,FALSE
XM_047162936.1,LOC124629525,129.0688181,-0.232750608,0.168431859,-1.381868068,0.167012214,0.784053186,FALSE
XM_047162942.1,LOC124629527,0.141360218,0.642274703,6.91875675,0.092830942,0.926037869,1,FALSE
XM_047162943.1,LOC124629528,0.2051057,-2.069167697,6.895735961,-0.300064809,0.764127721,1,FALSE
XM_047162950.1,LOC124629529,0.944254547,-2.163634182,1.304027552,-1.65919361,0.097076785,0.684403802,FALSE
XM_047162951.1,LOC124629531,996.2172613,-1.282000227,0.599755095,-2.137539534,0.032554134,0.509840475,FALSE
XM_047162952.1,LOC124629532,1886.376022,-0.179709327,0.206575477,-0.869945114,0.384330399,0.967303562,FALSE
XM_047162953.1,LOC124629533,1.001216685,-0.172741156,3.593642751,-0.048068539,0.96166162,1,FALSE
XM_047162958.1,LOC124629536,4.901863646,0.413044918,0.729380368,0.566295634,0.571192828,1,FALSE
XM_047162959.1,LOC124629536,2.560707465,2.281691229,1.297468965,1.758570949,0.078650411,0.6511064,FALSE
XM_047162960.1,LOC124629537,0.179580364,-0.800385807,6.91875675,-0.115683473,0.907903405,1,FALSE
XM_047162965.1,LOC124629540,0.054325671,0,6.91875675,0,1,NA,FALSE
XM_047162967.1,LOC124629541,0.018284563,0,6.91875675,0,1,NA,FALSE
XM_047162968.1,LOC124629539,2576.972146,-1.091143954,0.486411966,-2.243250638,0.024880657,0.489032521,FALSE
XM_047162969.1,LOC124629541,0.022881894,0,6.91875675,0,1,NA,FALSE
XM_047162970.1,LOC124629542,183.199085,0.121633273,0.230067373,0.528685452,0.59702367,1,FALSE
XM_047162972.1,LOC124629544,135.2140157,-0.304105917,0.325667188,-0.933793542,0.350410401,0.945586662,FALSE
XM_047162975.1,LOC124629547,83.84979657,0.113793055,0.25303382,0.449714806,0.652916094,1,FALSE
XM_047162976.1,LOC124629548,128.8361911,0.469444064,0.338115888,1.38841173,0.165011707,0.78237318,FALSE
XM_047162978.1,LOC124629548,0.018190671,0,6.91875675,0,1,NA,FALSE
XM_047162979.1,LOC124629548,0.016067513,0,6.91875675,0,1,NA,FALSE
XM_047162981.1,LOC124629549,0.046087576,0,6.91875675,0,1,NA,FALSE
XM_047162982.1,LOC124629549,0.054908489,0.642274703,6.91875675,0.092830942,0.926037869,NA,FALSE
XM_047162985.1,LOC124629550,0.860583368,0.057249604,1.662180269,0.034442476,0.972524313,1,FALSE
XM_047162990.1,LOC124629551,0.084360516,-0.800385807,6.91875675,-0.115683473,0.907903405,NA,FALSE
XM_047162992.1,LOC124629551,6.541808342,-0.530211424,0.623490718,-0.850391849,0.395107267,0.974850134,FALSE
XM_047162995.1,LOC124629552,2009.749085,-0.100709095,0.149244836,-0.674791155,0.499808461,1,FALSE
XM_047162996.1,LOC124629553,146.166802,-0.179821873,0.254130354,-0.70759699,0.479195563,1,FALSE
XM_047162997.1,LOC124629553,11.03195566,0.167564297,0.62070479,0.269958119,0.787192474,1,FALSE
XM_047162998.1,LOC124629557,0.565663009,-0.707579625,2.129303977,-0.332305595,0.739658516,1,FALSE
XM_047163000.1,LOC124629558,0.181381298,-0.800385807,6.91875675,-0.115683473,0.907903405,1,FALSE
XM_047163004.1,LOC124629561,15.64434472,0.722944667,0.579600681,1.247315076,0.212281992,0.827516497,FALSE
XM_047163005.1,LOC124629561,0.826222773,1.255584796,1.683237869,0.745934261,0.455707128,1,FALSE
XM_047163008.1,LOC124629563,38.07670961,0.199913566,0.404470384,0.494260084,0.621122511,1,FALSE
XM_047163009.1,LOC124629566,324.496893,2.133414396,0.886591089,2.40631157,0.016114515,0.4596518,FALSE
XM_047163010.1,LOC124629567,0.677570121,1.339526405,2.387822694,0.560982358,0.574809564,1,FALSE
XM_047163011.1,LOC124629568,110.9740061,1.065793983,0.880287459,1.21073403,0.225997356,0.840887574,FALSE
XM_047163012.1,LOC124629565,2.879796791,-1.109000065,0.775268021,-1.43047312,0.152581275,0.768512989,FALSE
XM_047163013.1,LOC124629569,60.02951814,0.297493095,0.782074439,0.380389743,0.703656127,1,FALSE
XM_047163034.1,LOC124629571,57.37062478,-0.24302929,0.765333718,-0.317546823,0.750828717,1,FALSE
XM_047163039.1,LOC124629574,13041.62224,0.950007637,0.857814612,1.107474301,0.268088917,0.878626669,FALSE
XM_047163045.1,LOC124629560,0.91924479,-0.908949454,1.992493598,-0.456186888,0.648255593,1,FALSE
XM_047163048.1,LOC124629576,15.34393754,-0.459422396,0.434044276,-1.058468967,0.289841692,0.897394567,FALSE
XM_047163049.1,LOC124629577,33.14078297,-0.174332009,0.406655923,-0.428696594,0.66814404,1,FALSE
XM_047163050.1,LOC124629577,17.23247736,0.575008192,0.501584391,1.146383744,0.251636406,0.864821691,FALSE
XM_047163051.1,LOC124629579,67.07721248,-0.274625325,0.232246862,-1.18247163,0.237018616,0.853854327,FALSE
XM_047163054.1,LOC124629578,0.545934364,-1.802313328,2.148697237,-0.838793524,0.401585185,0.977823589,FALSE
XM_047163057.1,LOC124629581,182.8829254,0.138244855,0.309656334,0.446446075,0.655275057,1,FALSE
XM_047163058.1,LOC124629582,7.519095021,-0.069017257,0.536359728,-0.12867718,0.897613093,1,FALSE
XM_047163061.1,LOC124629584,219.1244734,-0.20339786,0.190546375,-1.067445446,0.285770736,0.892968094,FALSE
XM_047163062.1,LOC124629585,2.418876994,0.540840109,1.012288465,0.534274692,0.593151499,1,FALSE
XM_047163063.1,LOC124629585,10.00750354,1.305997253,0.719507825,1.815125852,0.069504571,0.633263352,FALSE
XM_047163064.1,LOC124629586,164.9350952,-0.208435207,0.192133591,-1.084845217,0.277990215,0.884887195,FALSE
XM_047163065.1,LOC124629587,86.78257169,-0.521509212,0.370312674,-1.408294257,0.159043956,0.776417142,FALSE
XM_047163066.1,LOC124629588,3104.645369,0.239818439,0.269576509,0.889611782,0.373674378,0.961483174,FALSE
XM_047163068.1,LOC124629589,0.158435591,-0.079055552,6.91875675,-0.011426266,0.990883358,1,FALSE
XM_047163069.1,LOC124629590,622.7574937,-0.400669615,0.258244249,-1.551514181,0.120778512,0.726929091,FALSE
XM_047163070.1,LOC124629591,96.59582094,0.487180674,0.396462875,1.228817889,0.219140093,0.831186535,FALSE
XM_047163072.1,LOC124629593,105.6794097,0.123302009,0.269566462,0.457408567,0.647377408,1,FALSE
XM_047163073.1,LOC124629596,0.01194765,0,6.91875675,0,1,NA,FALSE
XM_047163075.1,LOC124629594,0.353387984,-2.008178158,4.964811437,-0.404482262,0.685858119,1,FALSE
XM_047163076.1,LOC124629597,33.01232808,-0.281487535,0.787820764,-0.357298954,0.720868013,1,FALSE
XM_047163077.1,LOC124629598,0.045853046,0,6.91875675,0,1,NA,FALSE
XM_047163080.1,LOC124629599,389.1995718,-0.600693322,0.308616236,-1.946408684,0.051605667,0.575527376,FALSE
XM_047163081.1,LOC124629600,1412.958625,-0.21296928,0.156893864,-1.357409875,0.174651012,0.790745101,FALSE
