transcript_ID,gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,test
XM_047162834.1,LOC124646352,5735.549109,0.01603742,0.629036078,0.02549523,0.979659953,1,FALSE
XM_047162835.1,LOC124646377,0.405316265,-2.736296845,3.106734897,-0.880762902,0.378446163,1,FALSE
XM_047162836.1,LOC124629430,8.710037667,0.91080564,0.982234364,0.927279347,0.353781515,1,FALSE
XM_047162837.1,LOC124629431,319.2151763,0.566408434,0.301959199,1.875778042,0.060685764,0.969845163,FALSE
XM_047162838.1,LOC124629429,371.7531846,0.08043531,0.39131149,0.205553153,0.837139975,1,FALSE
XM_047162839.1,LOC124629432,345.6489137,0.641631497,0.394648269,1.62583127,0.103985554,1,FALSE
XM_047162840.1,LOC124629432,0.155030061,0,6.91875675,0,1,NA,FALSE
XM_047162841.1,LOC124629433,5.895873678,0.042642991,0.724787621,0.058835154,0.953083408,1,FALSE
XM_047162848.1,LOC124629436,0,NA,NA,NA,NA,NA,NA
XM_047162849.1,LOC124629435,1.173930764,2.035151919,1.709382816,1.190577032,0.233819673,1,FALSE
XM_047162850.1,LOC124629449,0.035717656,0,6.91875675,0,1,NA,FALSE
XM_047162851.1,LOC124629465,6.32286079,-0.43084079,0.680604784,-0.63302639,0.52671641,1,FALSE
XM_047162852.1,LOC124629482,294.3403232,-0.024938908,0.23495582,-0.106142968,0.91546892,1,FALSE
XM_047162853.1,LOC124629483,4.883055698,-0.511352831,0.875002049,-0.584401867,0.558949971,1,FALSE
XM_047162855.1,LOC124629484,1.29514712,0.935558738,1.921370351,0.486922647,0.626313149,1,FALSE
XM_047162856.1,LOC124629481,106.0193965,0.249537043,0.274237969,0.909928863,0.362860027,1,FALSE
XM_047162859.1,LOC124629485,1.127261169,0.912144999,1.331723238,0.684935858,0.493384397,1,FALSE
XM_047162860.1,LOC124629485,1.424328226,1.023214062,1.596055024,0.641089465,0.521464558,1,FALSE
XM_047162863.1,LOC124629485,0.106071899,0.746138472,6.91875675,0.107842854,0.914120349,NA,FALSE
XM_047162864.1,LOC124629485,202.5628572,0.430565922,0.392105869,1.098085889,0.272166987,1,FALSE
XM_047162865.1,LOC124629486,7689.228842,0.281667744,0.205316013,1.371874214,0.170102599,1,FALSE
XM_047162866.1,LOC124629488,10451.73555,0.372318848,0.254182515,1.464769706,0.14298376,1,FALSE
XM_047162867.1,LOC124629489,1.373162107,-0.692550183,1.151054385,-0.601665909,0.547396547,1,FALSE
XM_047162868.1,LOC124629489,1.802600682,-1.815175345,1.038478324,-1.747918375,0.080478163,1,FALSE
XM_047162869.1,LOC124629487,262.388655,0.221420759,0.353400238,0.626543889,0.530958259,1,FALSE
XM_047162870.1,LOC124629490,0.091583872,0.746138472,6.91875675,0.107842854,0.914120349,NA,FALSE
XM_047162872.1,LOC124629492,7113.681287,0.037714956,0.101239481,0.372532097,0.709496719,1,FALSE
XM_047162877.1,LOC124629494,29.36674529,-0.519762639,0.85774645,-0.605963031,0.544539302,1,FALSE
XM_047162881.1,LOC124629496,3.404446617,1.901766457,0.929462343,2.046093068,0.040747215,0.953635953,FALSE
XM_047162882.1,LOC124629495,656.952051,-0.151575472,0.283080737,-0.535449615,0.592338989,1,FALSE
XM_047162884.1,LOC124629496,1.480158101,2.507819926,1.597281318,1.570055254,0.116402257,1,FALSE
XM_047162885.1,LOC124629497,580.9896919,0.053406359,0.144645057,0.369223529,0.711961119,1,FALSE
XM_047162886.1,LOC124629498,2062.139264,-0.059593359,0.32863108,-0.181338172,0.856102146,1,FALSE
XM_047162887.1,LOC124629500,88.08417845,-0.028362513,0.344258515,-0.082387252,0.934338773,1,FALSE
XM_047162889.1,LOC124629501,42.62165663,-0.98732488,0.614752076,-1.606053756,0.108262099,1,FALSE
XM_047162892.1,LOC124629502,103.9880311,-0.328499743,0.565647112,-0.580750323,0.56140874,1,FALSE
XM_047162897.1,LOC124629504,0.076298682,0,6.91875675,0,1,NA,FALSE
XM_047162899.1,LOC124629504,0.083911259,0,6.91875675,0,1,NA,FALSE
XM_047162904.1,LOC124629508,493.0319869,-0.00083647,0.134396146,-0.006223914,0.995034067,1,FALSE
XM_047162905.1,LOC124629509,939.413618,-0.628543055,0.721239669,-0.871475991,0.38349431,1,FALSE
XM_047162906.1,LOC124629506,417.55244,0.129443158,0.219696821,0.589189944,0.555733862,1,FALSE
XM_047162907.1,LOC124629510,191.9906884,-0.310428873,0.334538325,-0.927932168,0.353442757,1,FALSE
XM_047162908.1,LOC124629511,0.026798661,0,6.91875675,0,1,NA,FALSE
XM_047162910.1,LOC124629512,1908.148064,-0.30407015,0.688500369,-0.44164123,0.658748844,1,FALSE
XM_047162911.1,LOC124629513,232.0693214,0.068453212,0.168434203,0.406409213,0.684441951,1,FALSE
XM_047162912.1,LOC124629515,24.44279476,-0.860751589,0.353662731,-2.433820457,0.014940404,0.72755123,FALSE
XM_047162913.1,LOC124629516,108.4030075,0.308476553,0.295032995,1.045566288,0.295761321,1,FALSE
XM_047162914.1,LOC124629517,1583.506885,0.220374207,0.21700359,1.015532538,0.309852045,1,FALSE
XM_047162915.1,LOC124629514,262.8092528,0.053351157,0.120468968,0.442862239,0.657865382,1,FALSE
XM_047162916.1,LOC124629518,0.619863797,2.457481339,1.811656377,1.356483144,0.174945495,1,FALSE
XM_047162918.1,LOC124629519,1.506128043,-0.670757196,1.219997528,-0.549802094,0.582455122,1,FALSE
XM_047162920.1,LOC124629519,6.467460729,0.613355297,0.630027,0.973538113,0.330285928,1,FALSE
XM_047162921.1,LOC124629519,0.318090679,0.054652542,3.140313498,0.017403531,0.986114693,1,FALSE
XM_047162922.1,LOC124629520,11.24104197,0.982662741,0.743551882,1.321579255,0.186308295,1,FALSE
XM_047162924.1,LOC124629499,32.93785391,-1.038001489,1.394321614,-0.744449113,0.456604816,1,FALSE
XM_047162930.1,LOC124629523,371.9294524,0.084215444,0.275174926,0.306043306,0.759571673,1,FALSE
XM_047162934.1,LOC124629524,0.144630906,0,6.91875675,0,1,NA,FALSE
XM_047162935.1,LOC124629524,0.131501668,0.024808217,6.91875675,0.003585647,0.997139074,NA,FALSE
XM_047162936.1,LOC124629525,129.0688181,-0.17756192,0.168978246,-1.050797506,0.293351602,1,FALSE
XM_047162942.1,LOC124629527,0.141360218,0,6.91875675,0,1,NA,FALSE
XM_047162943.1,LOC124629528,0.2051057,-1.243973673,6.895735961,-0.180397521,0.8568405,1,FALSE
XM_047162950.1,LOC124629529,0.944254547,-3.401938278,1.437012796,-2.367368118,0.017915104,0.786685329,FALSE
XM_047162951.1,LOC124629531,996.2172613,-0.717683457,0.599518545,-1.197099677,0.231267706,1,FALSE
XM_047162952.1,LOC124629532,1886.376022,-0.088781255,0.206586262,-0.429753913,0.667374661,1,FALSE
XM_047162953.1,LOC124629533,1.001216685,-3.219198718,3.692582134,-0.87180152,0.383316665,1,FALSE
XM_047162958.1,LOC124629536,4.901863646,-0.381096233,0.779404151,-0.488958434,0.624871125,1,FALSE
XM_047162959.1,LOC124629536,2.560707465,1.736636126,1.319650972,1.315981394,0.188180288,1,FALSE
XM_047162960.1,LOC124629537,0.179580364,-0.696522038,6.91875675,-0.10067156,0.919811188,NA,FALSE
XM_047162965.1,LOC124629540,0.054325671,0,6.91875675,0,1,NA,FALSE
XM_047162967.1,LOC124629541,0.018284563,0,6.91875675,0,1,NA,FALSE
XM_047162968.1,LOC124629539,2576.972146,-0.33382111,0.486306598,-0.686441663,0.49243464,1,FALSE
XM_047162969.1,LOC124629541,0.022881894,0,6.91875675,0,1,NA,FALSE
XM_047162970.1,LOC124629542,183.199085,-0.13163383,0.232000192,-0.567386728,0.570451465,1,FALSE
XM_047162972.1,LOC124629544,135.2140157,-0.591560074,0.327846619,-1.804380585,0.071171664,0.988009477,FALSE
XM_047162975.1,LOC124629547,83.84979657,0.524015723,0.250109993,2.095141088,0.036158452,0.937742697,FALSE
XM_047162976.1,LOC124629548,128.8361911,0.49071959,0.338429951,1.449988656,0.147061683,1,FALSE
XM_047162978.1,LOC124629548,0.018190671,0,6.91875675,0,1,NA,FALSE
XM_047162979.1,LOC124629548,0.016067513,0,6.91875675,0,1,NA,FALSE
XM_047162981.1,LOC124629549,0.046087576,0,6.91875675,0,1,NA,FALSE
XM_047162982.1,LOC124629549,0.054908489,0,6.91875675,0,1,NA,FALSE
XM_047162985.1,LOC124629550,0.860583368,-0.003074262,1.685693339,-0.001823738,0.998544869,1,FALSE
XM_047162990.1,LOC124629551,0.084360516,-0.696522038,6.91875675,-0.10067156,0.919811188,NA,FALSE
XM_047162992.1,LOC124629551,6.541808342,0.475101592,0.576033938,0.824780556,0.409496188,1,FALSE
XM_047162995.1,LOC124629552,2009.749085,0.05946608,0.149213192,0.398530981,0.690238826,1,FALSE
XM_047162996.1,LOC124629553,146.166802,-0.217981364,0.255022073,-0.854754891,0.392686855,1,FALSE
XM_047162997.1,LOC124629553,11.03195566,-0.163069193,0.635845332,-0.256460471,0.7975953,1,FALSE
XM_047162998.1,LOC124629557,0.565663009,-1.325059479,2.129303977,-0.622297001,0.533746593,1,FALSE
XM_047163000.1,LOC124629558,0.181381298,-0.696522038,6.91875675,-0.10067156,0.919811188,NA,FALSE
XM_047163004.1,LOC124629561,15.64434472,0.275139944,0.591314505,0.465302208,0.641715054,1,FALSE
XM_047163005.1,LOC124629561,0.826222773,1.770094424,1.632528131,1.084265803,0.278246963,1,FALSE
XM_047163008.1,LOC124629563,38.07670961,-0.365928787,0.41422074,-0.883414933,0.377012126,1,FALSE
XM_047163009.1,LOC124629566,324.496893,0.524076773,0.887821915,0.590294928,0.554992939,1,FALSE
XM_047163010.1,LOC124629567,0.677570121,1.567973186,2.372137551,0.660995896,0.508614946,1,FALSE
XM_047163011.1,LOC124629568,110.9740061,-0.325563275,0.886315117,-0.367322263,0.713378649,1,FALSE
XM_047163012.1,LOC124629565,2.879796791,-1.507612804,0.830479494,-1.815352233,0.069469797,0.987307217,FALSE
XM_047163013.1,LOC124629569,60.02951814,-0.740174749,0.796494902,-0.929290002,0.352738815,1,FALSE
XM_047163034.1,LOC124629571,57.37062478,-0.582981403,0.76748264,-0.759602072,0.44749248,1,FALSE
XM_047163039.1,LOC124629574,13041.62224,0.15320702,0.857831596,0.178598015,0.858253353,1,FALSE
XM_047163045.1,LOC124629560,0.91924479,0.116022001,1.901014546,0.061031622,0.951334025,1,FALSE
XM_047163048.1,LOC124629576,15.34393754,-0.895086214,0.455498277,-1.965070474,0.049406081,0.966582396,FALSE
XM_047163049.1,LOC124629577,33.14078297,-0.700562491,0.419042089,-1.671818915,0.094560036,1,FALSE
XM_047163050.1,LOC124629577,17.23247736,0.349606373,0.509147678,0.686650235,0.492303164,1,FALSE
XM_047163051.1,LOC124629579,67.07721248,-0.296276662,0.234241037,-1.26483671,0.205929869,1,FALSE
XM_047163054.1,LOC124629578,0.545934364,-0.322577869,2.059054888,-0.156663074,0.87551039,1,FALSE
XM_047163057.1,LOC124629581,182.8829254,-0.215432727,0.311778677,-0.690979669,0.489578318,1,FALSE
XM_047163058.1,LOC124629582,7.519095021,-0.206155991,0.548325078,-0.375974033,0.706936201,1,FALSE
XM_047163061.1,LOC124629584,219.1244734,-0.212515346,0.19127294,-1.111058083,0.266543349,1,FALSE
XM_047163062.1,LOC124629585,2.418876994,-0.214098011,1.09943687,-0.194734247,0.845601,1,FALSE
XM_047163063.1,LOC124629585,10.00750354,0.845418742,0.732636212,1.153940698,0.248524482,1,FALSE
XM_047163064.1,LOC124629586,164.9350952,-0.230621534,0.193025503,-1.194772349,0.232175987,1,FALSE
XM_047163065.1,LOC124629587,86.78257169,-0.730830883,0.372994284,-1.959362153,0.05007039,0.966582396,FALSE
XM_047163066.1,LOC124629588,3104.645369,0.232909811,0.269600047,0.863908646,0.387638077,1,FALSE
XM_047163068.1,LOC124629589,0.158435591,-0.696522038,6.91875675,-0.10067156,0.919811188,NA,FALSE
XM_047163069.1,LOC124629590,622.7574937,-0.28041668,0.258230088,-1.085917919,0.277515309,1,FALSE
XM_047163070.1,LOC124629591,96.59582094,0.037274617,0.399020526,0.093415288,0.925573645,1,FALSE
XM_047163072.1,LOC124629593,105.6794097,0.011589029,0.271222556,0.042728856,0.965917677,1,FALSE
XM_047163073.1,LOC124629596,0.01194765,0,6.91875675,0,1,NA,FALSE
XM_047163075.1,LOC124629594,0.353387984,-1.904313199,4.964811437,-0.383562039,0.70130308,1,FALSE
XM_047163076.1,LOC124629597,33.01232808,0.445114412,0.774948113,0.574379632,0.565710933,1,FALSE
XM_047163077.1,LOC124629598,0.045853046,0,6.91875675,0,1,NA,FALSE
XM_047163080.1,LOC124629599,389.1995718,-0.660805545,0.30903518,-2.138285825,0.032493552,0.92313967,FALSE
XM_047163081.1,LOC124629600,1412.958625,-0.223131153,0.157024271,-1.420997866,0.15531738,1,FALSE
XM_047163082.1,LOC124629601,98.70369659,-0.189266744,0.167426539,-1.130446488,0.258288135,1,FALSE
XM_047163083.1,LOC124629602,0.094834604,0.746138472,6.91875675,0.107842854,0.914120349,NA,FALSE
XM_047163084.1,LOC124629602,0.571844806,0.90581585,1.731160132,0.523242093,0.600805793,1,FALSE
XM_047163085.1,LOC124629604,51.40543918,1.266850457,0.693505963,1.826733331,0.067739874,0.987307217,FALSE
XM_047163087.1,LOC124629603,0.083962392,0,6.91875675,0,1,NA,FALSE
