NAME	TITLE	SCORE	
XM_047164751	na	4.9891095	
XM_047164624	na	4.987641	
XM_047169117	na	4.9514003	
XM_047164534	na	4.9034376	
XM_047167352	na	4.8962235	
XM_047164650	na	4.830493	
XM_047168018	na	4.7629027	
XM_047169258	na	4.7495356	
XM_047164476	na	4.672432	
XM_047177559	na	4.654171	
XM_047172315	na	4.653563	
XM_047164371	na	4.5894303	
XM_047177191	na	4.584662	
XR_006984997	na	4.5825844	
XM_047169246	na	4.5642138	
XM_047182922	na	4.5279274	
XM_047184362	na	4.522756	
XM_047177367	na	4.4963975	
XM_047183620	na	4.4958696	
XM_047172692	na	4.492243	
XM_047185274	na	4.4569254	
XM_047168549	na	4.44483	
XM_047175205	na	4.4113836	
XM_047185233	na	4.385823	
XM_047177297	na	4.3390985	
XR_006984993	na	4.3355303	
XM_047164326	na	4.2276044	
XM_047175759	na	4.2187824	
XM_047170729	na	4.1940036	
XM_047174040	na	4.1591587	
XM_047168346	na	4.0798545	
XM_047182266	na	4.054837	
XM_047171939	na	4.0215116	
XM_047176751	na	4.007735	
XM_047165079	na	3.929511	
XM_047166246	na	3.9272156	
XM_047181010	na	3.914265	
XM_047172145	na	3.8936296	
XR_006984711	na	3.8654084	
XM_047177377	na	3.8544812	
XM_047167624	na	3.8365595	
XM_047169534	na	3.798033	
XM_047166826	na	3.7753377	
XM_047169116	na	3.773261	
XM_047166139	na	3.737071	
XM_047182855	na	3.7282228	
XM_047166168	na	3.7257504	
XM_047164298	na	3.7131643	
XM_047163780	na	3.7079408	
XM_047164385	na	3.680685	
XM_047186447	na	3.6743345	
XM_047184641	na	3.6592577	
XM_047173805	na	3.6532826	
XM_047183343	na	3.6399128	
XM_047178311	na	3.6355748	
XM_047180720	na	3.6234913	
XM_047164275	na	3.6221638	
XM_047164737	na	3.6010745	
XM_047168554	na	3.571905	
XM_047164920	na	3.5154295	
XM_047176948	na	3.5082204	
XM_047174202	na	3.4857402	
XM_047168363	na	3.4771852	
XM_047164238	na	3.4733894	
XM_047167967	na	3.4596756	
XM_047176716	na	3.452521	
XM_047171024	na	3.4508626	
XM_047169493	na	3.4373775	
XM_047175467	na	3.4329438	
XM_047173383	na	3.403548	
XM_047177199	na	3.3981478	
XM_047169499	na	3.3808208	
XM_047184688	na	3.3598745	
XR_006984327	na	3.344365	
XM_047176589	na	3.3237004	
XM_047179055	na	3.2960916	
XM_047165309	na	3.2947211	
