NAME	TITLE	SCORE	
XM_047166712	na	1.181318	
XM_047182504	na	1.1810514	
XM_047163319	na	1.1806074	
XR_006984639	na	1.1802646	
XM_047167915	na	1.1800333	
XM_047174307	na	1.176119	
XM_047166398	na	1.1748409	
XM_047175233	na	1.1745015	
XM_047179428	na	1.1732566	
XM_047163222	na	1.1723136	
XM_047176118	na	1.1694078	
XM_047172487	na	1.1687192	
XM_047163009	na	1.1678907	
XM_047164405	na	1.1676769	
XM_047172530	na	1.1675881	
XM_047164929	na	1.1665663	
XM_047170096	na	1.1633904	
XM_047171892	na	1.1623279	
XM_047176823	na	1.162085	
XM_047184313	na	1.1617174	
XM_047177607	na	1.1613193	
XM_047166087	na	1.1601841	
XM_047164581	na	1.1595727	
XR_006984721	na	1.159451	
XM_047186178	na	1.1576803	
XM_047166625	na	1.1572784	
XM_047178911	na	1.1566341	
XM_047164586	na	1.1559721	
XM_047174398	na	1.1545521	
XM_047171641	na	1.1543399	
XM_047181660	na	1.154271	
XM_047167938	na	1.1532394	
XR_006985860	na	1.1511395	
XM_047167856	na	1.1508265	
XM_047163997	na	1.1490589	
XM_047183302	na	1.1490086	
XM_047180795	na	1.1460499	
XM_047165011	na	1.1438619	
XM_047186394	na	1.1428221	
XM_047167880	na	1.1426594	
XM_047175293	na	1.142396	
XM_047180204	na	1.1422775	
XM_047173836	na	1.1420927	
XM_047165832	na	1.1410326	
XM_047169578	na	1.1408553	
XM_047164238	na	1.1403317	
XM_047164259	na	1.1394862	
XM_047176959	na	1.1383659	
XM_047180368	na	1.1358877	
XM_047168650	na	1.1345366	
XM_047179260	na	1.1320666	
XM_047178888	na	1.1308482	
XM_047162839	na	1.1305941	
XM_047173760	na	1.1298002	
XM_047176996	na	1.1294079	
XR_006986309	na	1.1293921	
XM_047174740	na	1.1280309	
XM_047183499	na	1.1272715	
XM_047171169	na	1.1265713	
XR_006986250	na	1.1256632	
XM_047176872	na	1.1246061	
XM_047183063	na	1.1240411	
XM_047163672	na	1.1240283	
XM_047175040	na	1.1238269	
XM_047169072	na	1.1221749	
XM_047178154	na	1.1221225	
XM_047167335	na	1.1207149	
XM_047169983	na	1.1197845	
XM_047177131	na	1.1189169	
XM_047167279	na	1.1186959	
XM_047172523	na	1.1179144	
XM_047171821	na	1.1175157	
XM_047171924	na	1.1163088	
XM_047166989	na	1.1156338	
XM_047179404	na	1.1153817	
XM_047172346	na	1.1149508	
XM_047185974	na	1.113144	
XM_047166170	na	1.1128447	
XR_006984996	na	1.1124469	
XM_047177184	na	1.1112809	
XM_047165888	na	1.1108545	
XM_047168519	na	1.1107879	
XM_047177966	na	1.1104728	
XM_047183790	na	1.1098772	
XM_047166256	na	1.1094333	
XM_047183903	na	1.1085284	
XM_047185756	na	1.1081964	
XM_047178138	na	1.107762	
XM_047166494	na	1.106444	
XM_047170344	na	1.1063673	
XM_047180649	na	1.1063375	
XM_047167368	na	1.1046172	
XM_047182650	na	1.1045375	
XM_047176704	na	1.1042846	
XM_047172284	na	1.1039984	
XR_006985114	na	1.1032072	
XM_047167358	na	1.1030785	
XM_047171604	na	1.1023482	
XM_047173827	na	1.1023482	
XM_047180741	na	1.1023482	
XM_047181034	na	1.102345	
XM_047170250	na	1.1022065	
XM_047163287	na	1.1021321	
XM_047175424	na	1.102062	
XM_047177283	na	1.1008695	
XM_047167913	na	1.100686	
XM_047173487	na	1.0997787	
XM_047178674	na	1.0996503	
XM_047163899	na	1.098972	
XM_047168087	na	1.0981832	
XM_047175880	na	1.0968081	
XM_047186280	na	1.0951687	
XM_047174513	na	1.0931875	
XM_047178463	na	1.0929328	
XR_006985115	na	1.0924731	
XM_047178312	na	1.0922875	
XM_047184766	na	1.0921484	
XM_047166651	na	1.091855	
XM_047166434	na	1.0879318	
XM_047185862	na	1.0874543	
XM_047179960	na	1.0874525	
XM_047180427	na	1.086434	
XM_047176332	na	1.0858351	
XM_047175124	na	1.0857913	
XM_047186042	na	1.0845417	
XM_047183516	na	1.0844604	
XM_047173568	na	1.0842775	
XM_047169674	na	1.0835247	
XM_047171638	na	1.0834496	
XM_047179343	na	1.0830008	
XM_047184743	na	1.082208	
XM_047166796	na	1.0818807	
XM_047169475	na	1.0818807	
XM_047174682	na	1.0818807	
XM_047178573	na	1.0818807	
XR_006984691	na	1.0818807	
XR_006985121	na	1.0818807	
XM_047167456	na	1.0813246	
XM_047172130	na	1.0808959	
XM_047181413	na	1.0805473	
XM_047180510	na	1.0803467	
XM_047178944	na	1.0784729	
XM_047166893	na	1.0777997	
XM_047182147	na	1.0772808	
XM_047186299	na	1.076439	
XM_047184571	na	1.076252	
XR_006984485	na	1.0759355	
XM_047177315	na	1.0759159	
XR_006984889	na	1.0755935	
XM_047167662	na	1.0754743	
XM_047184414	na	1.0754743	
XM_047176707	na	1.0753706	
XR_006986300	na	1.0753706	
XM_047168648	na	1.0752157	
XM_047185864	na	1.074516	
XM_047170063	na	1.0739667	
XM_047178572	na	1.0739667	
XM_047168460	na	1.0730383	
XM_047178400	na	1.0724268	
XM_047177301	na	1.0721667	
XR_006985689	na	1.071819	
XM_047179061	na	1.0717419	
XM_047185750	na	1.0696235	
XM_047167739	na	1.0682335	
XM_047169257	na	1.0682213	
XM_047170997	na	1.0680999	
XM_047173101	na	1.0675483	
XM_047183078	na	1.0674255	
XM_047182739	na	1.066759	
XM_047171513	na	1.0663474	
XM_047182056	na	1.0662543	
XM_047169628	na	1.0661572	
XM_047173962	na	1.0661124	
XM_047170249	na	1.0660987	
XM_047165237	na	1.0643752	
XM_047164894	na	1.0619578	
XM_047186203	na	1.0615678	
XM_047163559	na	1.0608383	
XM_047168104	na	1.0586435	
XM_047173595	na	1.0570891	
XM_047169267	na	1.0567883	
XM_047171712	na	1.0567883	
XM_047175967	na	1.0567883	
XM_047173055	na	1.0565099	
XM_047167204	na	1.0556798	
XM_047170060	na	1.0556396	
XM_047180885	na	1.0550014	
XM_047166128	na	1.0537075	
XM_047166171	na	1.0533931	
XM_047172022	na	1.0527632	
XM_047180565	na	1.0518303	
XM_047182291	na	1.0518303	
XM_047183413	na	1.0518303	
XM_047170038	na	1.0506423	
XM_047166337	na	1.0496448	
XM_047173628	na	1.0495234	
XM_047167716	na	1.0488979	
XM_047171314	na	1.0488979	
XM_047180609	na	1.0487683	
XM_047168899	na	1.0485474	
XM_047178500	na	1.0457522	
XM_047163840	na	1.0456494	
XM_047164199	na	1.0454901	
XM_047179772	na	1.0453441	
XM_047181906	na	1.0442206	
XM_047170496	na	1.0441189	
XM_047165968	na	1.0437613	
XM_047181746	na	1.0433547	
XM_047183821	na	1.0425206	
XM_047174790	na	1.0417624	
XM_047177935	na	1.0417349	
XM_047172808	na	1.0396612	
XM_047164748	na	1.037025	
XM_047171321	na	1.0367098	
XM_047170991	na	1.0365498	
XM_047164751	na	1.0358773	
XM_047185695	na	1.0356756	
XM_047173413	na	1.0356358	
XM_047174419	na	1.0353225	
XM_047171717	na	1.0348547	
XM_047164106	na	1.0348445	
XM_047180597	na	1.034075	
XM_047165953	na	1.0339007	
XM_047167695	na	1.0334606	
XM_047164201	na	1.033105	
XM_047180444	na	1.0319008	
XM_047186261	na	1.0310253	
XM_047171142	na	1.0309247	
XM_047179717	na	1.0289572	
XM_047177669	na	1.0287035	
XM_047180750	na	1.0284842	
XM_047170089	na	1.0284395	
XM_047172416	na	1.0282354	
XM_047178203	na	1.0281936	
XR_006985892	na	1.027976	
XM_047165725	na	1.0278188	
XM_047182014	na	1.0270045	
XM_047175443	na	1.0266252	
XM_047165577	na	1.0245962	
XM_047172021	na	1.0243222	
XM_047163011	na	1.0226543	
XM_047172730	na	1.0188525	
XM_047170097	na	1.0183502	
XR_006984638	na	1.017548	
XM_047186144	na	1.0174537	
XM_047178897	na	1.017063	
XM_047165975	na	1.0162076	
XM_047186264	na	1.0159363	
XM_047164043	na	1.0148757	
XM_047181389	na	1.0147518	
XM_047169158	na	1.0146487	
XM_047173703	na	1.0134715	
XM_047176964	na	1.0119567	
XR_006985434	na	1.0115968	
XM_047177059	na	1.0113127	
XM_047164260	na	1.0108066	
XM_047176224	na	1.0105788	
XM_047170922	na	1.0100756	
XM_047164245	na	1.0096673	
XM_047185241	na	1.0086128	
XM_047178284	na	1.0079025	
XM_047177839	na	1.0074172	
XM_047168352	na	1.0074042	
XM_047165796	na	1.0053605	
XM_047181873	na	1.0053208	
XM_047172052	na	1.0048662	
XM_047177007	na	1.0044751	
XM_047178007	na	1.0040593	
XM_047167289	na	1.003363	
XM_047182789	na	1.0031397	
XM_047171542	na	1.003112	
XM_047174367	na	1.0024126	
XM_047164560	na	1.0015997	
XM_047185308	na	1.0015894	
XM_047166149	na	0.9999076	
XM_047178528	na	0.99923	
XM_047172670	na	0.998927	
XM_047164120	na	0.9987911	
XM_047173038	na	0.99860597	
XM_047185084	na	0.9979258	
XM_047178292	na	0.9978737	
XM_047174185	na	0.9969292	
XM_047185770	na	0.9969292	
XM_047185982	na	0.9969292	
XM_047181851	na	0.99661046	
XM_047177102	na	0.99566174	
XM_047175435	na	0.9954511	
XM_047178596	na	0.99525577	
XM_047175881	na	0.9941802	
XM_047164312	na	0.99410975	
XR_006985438	na	0.99410975	
XM_047179739	na	0.99364054	
XM_047168124	na	0.99328905	
XM_047168590	na	0.9906607	
XM_047171284	na	0.9891106	
XM_047186209	na	0.98907214	
XM_047163707	na	0.9890466	
XM_047183477	na	0.98897207	
XM_047171223	na	0.98842514	
XM_047184176	na	0.98770285	
XM_047162922	na	0.98627216	
XM_047181813	na	0.9859205	
XM_047181054	na	0.98425853	
XM_047179767	na	0.9839031	
XM_047185295	na	0.9838354	
XR_006985477	na	0.9830009	
XM_047170436	na	0.982776	
XM_047163628	na	0.981678	
XM_047170994	na	0.98110074	
XM_047167031	na	0.98087335	
XM_047178780	na	0.9800482	
XM_047164112	na	0.9800028	
XM_047184974	na	0.9784208	
XM_047172770	na	0.97763675	
XM_047179522	na	0.9768789	
XM_047164805	na	0.9766336	
XM_047168086	na	0.97646856	
XM_047186334	na	0.97646856	
XR_006984888	na	0.97646856	
XM_047170482	na	0.9764417	
XM_047175238	na	0.9763921	
XM_047168489	na	0.9747001	
XM_047165505	na	0.97412306	
XM_047165489	na	0.9740914	
XM_047186095	na	0.9728995	
XM_047173420	na	0.97237456	
XM_047184451	na	0.9718422	
XM_047180749	na	0.9714065	
XM_047180631	na	0.9711672	
XM_047168850	na	0.9707036	
XM_047171679	na	0.96986413	
XM_047181411	na	0.9695809	
XM_047165731	na	0.9689629	
XM_047177424	na	0.96807474	
XM_047170776	na	0.96789247	
XM_047185735	na	0.9674104	
XM_047185860	na	0.9674104	
XM_047168033	na	0.9674019	
XM_047172858	na	0.9669674	
XM_047183021	na	0.96641535	
XM_047174958	na	0.9663563	
XM_047163735	na	0.9663165	
XM_047173320	na	0.96594703	
XM_047182501	na	0.9654074	
XM_047180600	na	0.9650632	
XM_047169360	na	0.9648679	
XM_047165005	na	0.96481097	
XM_047170824	na	0.9635113	
XR_006985520	na	0.9630023	
XM_047169437	na	0.9626583	
XM_047169161	na	0.961762	
XM_047176158	na	0.9605132	
XM_047174364	na	0.95989084	
XM_047182348	na	0.9598773	
XM_047166105	na	0.95956695	
XM_047164664	na	0.95949626	
XM_047173668	na	0.958856	
XM_047163278	na	0.9588267	
XM_047178758	na	0.95818734	
XM_047164099	na	0.9578055	
XM_047167454	na	0.95500886	
XM_047166826	na	0.954731	
XR_006985367	na	0.9545744	
XM_047184512	na	0.95448464	
XM_047172384	na	0.95400614	
XM_047164566	na	0.95398736	
XM_047162920	na	0.95377666	
XM_047182441	na	0.9535365	
XM_047186386	na	0.95311326	
XR_006984327	na	0.9523446	
XM_047173644	na	0.9516264	
XM_047165986	na	0.9511904	
XM_047175076	na	0.9509519	
XM_047176763	na	0.9499789	
XM_047182197	na	0.94956553	
XM_047174061	na	0.9490048	
XM_047165917	na	0.94879085	
XM_047172752	na	0.9479583	
XM_047181549	na	0.9468097	
XM_047165927	na	0.9463512	
XM_047184594	na	0.9460271	
XM_047167280	na	0.9452805	
XM_047184821	na	0.9452805	
XR_006985898	na	0.9452805	
XM_047185227	na	0.9449533	
XM_047185347	na	0.94417244	
XM_047183285	na	0.9439641	
XM_047186134	na	0.94395405	
XM_047180158	na	0.94392383	
XM_047186259	na	0.9437884	
XM_047169396	na	0.94320625	
XM_047179149	na	0.94273186	
XM_047168881	na	0.94261867	
XM_047167646	na	0.9417043	
XM_047163929	na	0.9414266	
XM_047175867	na	0.94123167	
XM_047183087	na	0.9404892	
XM_047166180	na	0.9397918	
XM_047176638	na	0.9396367	
XM_047168706	na	0.9394425	
XR_006984664	na	0.93942165	
XM_047178666	na	0.9385557	
XM_047172369	na	0.9376819	
XM_047173272	na	0.9376594	
XM_047173406	na	0.9373141	
XM_047185049	na	0.9362996	
XM_047174782	na	0.9362296	
XM_047166422	na	0.93554395	
XM_047177196	na	0.93529284	
XM_047174012	na	0.9348578	
XM_047172796	na	0.93401915	
XM_047178158	na	0.9335588	
XM_047165061	na	0.93174326	
XM_047185604	na	0.9315097	
XM_047177088	na	0.9309575	
XM_047176359	na	0.9305962	
XM_047166158	na	0.93006617	
XM_047169104	na	0.9295258	
XM_047178776	na	0.92898756	
XM_047176212	na	0.9289837	
XM_047164771	na	0.9289796	
XM_047180352	na	0.9289141	
XM_047180475	na	0.928848	
XM_047164700	na	0.92815137	
XM_047175026	na	0.92700434	
XM_047166841	na	0.92551076	
XM_047170073	na	0.9252728	
XM_047183075	na	0.9245363	
XR_006985054	na	0.9245363	
XM_047167911	na	0.9237776	
XM_047178865	na	0.9237576	
XM_047168142	na	0.9228859	
XM_047174851	na	0.9221165	
XM_047163568	na	0.9220965	
XM_047178501	na	0.9215643	
XM_047179129	na	0.9193785	
XM_047183662	na	0.918885	
XM_047169460	na	0.9176168	
XM_047181018	na	0.91748726	
XM_047184186	na	0.91708535	
XM_047163619	na	0.9164188	
XM_047163900	na	0.9153904	
XM_047184096	na	0.91446114	
XM_047182433	na	0.913737	
XM_047171089	na	0.9135823	
XM_047166275	na	0.91347706	
XM_047170157	na	0.9133478	
XM_047177208	na	0.91303617	
XM_047175214	na	0.9129475	
XM_047163063	na	0.912544	
XM_047173358	na	0.91249776	
XM_047164964	na	0.91144544	
XM_047180395	na	0.910987	
XM_047171490	na	0.90951264	
XM_047171291	na	0.90941525	
XM_047167274	na	0.90878624	
XM_047186310	na	0.908381	
XR_006985866	na	0.90811	
XM_047175321	na	0.9052969	
XM_047168406	na	0.9047692	
XM_047177579	na	0.9038651	
XM_047166740	na	0.9031683	
XR_006984458	na	0.9028571	
XM_047186441	na	0.9026777	
XR_006984710	na	0.90216	
XM_047168883	na	0.90215045	
XM_047167245	na	0.90199625	
XM_047162913	na	0.9014321	
XM_047164100	na	0.90139306	
XM_047163547	na	0.9009513	
XM_047179884	na	0.9009224	
XM_047182278	na	0.9006232	
XM_047166156	na	0.90018666	
XM_047183325	na	0.9001069	
XM_047174442	na	0.90006274	
XM_047175576	na	0.8995951	
XM_047167682	na	0.8992687	
XM_047172334	na	0.8979039	
XM_047171010	na	0.89616054	
XM_047176797	na	0.8950979	
XM_047180598	na	0.89445156	
XR_006985443	na	0.8944494	
XM_047172513	na	0.89396375	
XM_047166162	na	0.89367306	
XM_047178723	na	0.8926945	
XM_047165428	na	0.8923682	
XM_047165626	na	0.8920875	
XM_047170251	na	0.8913788	
XM_047170030	na	0.890255	
XM_047174382	na	0.8901546	
XM_047172535	na	0.89011014	
XM_047169646	na	0.88998145	
XM_047179429	na	0.8899132	
XM_047176639	na	0.8890073	
XM_047179209	na	0.8877242	
XR_006985327	na	0.8870105	
XM_047170586	na	0.8869808	
XM_047181359	na	0.8851397	
XM_047178860	na	0.88513124	
XM_047169162	na	0.88412905	
XM_047167088	na	0.88394606	
XM_047175362	na	0.88388807	
XM_047178309	na	0.88346756	
XM_047169299	na	0.8834393	
XM_047172232	na	0.88295954	
XM_047163985	na	0.8827039	
XM_047167075	na	0.8814361	
XM_047166191	na	0.880266	
XM_047171670	na	0.8797352	
XM_047173371	na	0.8796212	
XM_047182127	na	0.8791048	
XM_047179381	na	0.87837625	
XM_047166411	na	0.8781748	
XM_047169648	na	0.877557	
XM_047171912	na	0.87750983	
XM_047165855	na	0.87705714	
XM_047164392	na	0.8769815	
XR_006986269	na	0.8763246	
XR_006985437	na	0.8759308	
XM_047185931	na	0.87561053	
XM_047165119	na	0.87379926	
XM_047177844	na	0.8737788	
XM_047167791	na	0.8735779	
XM_047173667	na	0.87226963	
XM_047177276	na	0.8717295	
XM_047174703	na	0.87124467	
XM_047185999	na	0.87050456	
XM_047172656	na	0.8701486	
XM_047186290	na	0.86890453	
XM_047172042	na	0.8686591	
XM_047171085	na	0.86834913	
XM_047177379	na	0.86791635	
XM_047179051	na	0.86779714	
XM_047164740	na	0.8674607	
XM_047185727	na	0.8665091	
XM_047174005	na	0.86648613	
XM_047166355	na	0.86627436	
XR_006984695	na	0.86553174	
XM_047172930	na	0.86515105	
XM_047164838	na	0.8649517	
XM_047171146	na	0.8649517	
XM_047182448	na	0.8646396	
XM_047167681	na	0.8642004	
XM_047177628	na	0.8627811	
XM_047177356	na	0.8627263	
XM_047171319	na	0.8625933	
XM_047168353	na	0.8615707	
XM_047166694	na	0.86155105	
XM_047171144	na	0.8601356	
XM_047178488	na	0.8601048	
XM_047172141	na	0.8599243	
XM_047177734	na	0.859854	
XM_047172632	na	0.85918015	
XM_047173914	na	0.85882205	
XM_047170279	na	0.8585098	
XM_047186286	na	0.8584319	
XM_047172522	na	0.8579167	
XM_047163910	na	0.85788935	
XM_047163715	na	0.8576091	
XM_047167506	na	0.8561396	
XM_047166955	na	0.8553028	
XM_047179822	na	0.85520685	
XM_047166271	na	0.85509765	
XM_047178311	na	0.8548616	
XM_047185239	na	0.8542552	
XM_047171006	na	0.8538678	
XM_047177860	na	0.8537779	
XM_047171310	na	0.85295856	
XM_047175645	na	0.85239756	
XM_047175032	na	0.85185075	
XM_047176398	na	0.8517212	
XM_047168609	na	0.85095984	
XM_047177763	na	0.8495808	
XM_047171527	na	0.84934604	
XM_047175636	na	0.8492331	
XM_047168965	na	0.84913695	
XM_047180016	na	0.84876823	
XM_047181177	na	0.8478296	
XM_047168987	na	0.84745026	
XM_047174349	na	0.84668547	
XM_047184403	na	0.8455949	
XM_047180180	na	0.8453903	
XM_047184547	na	0.84503996	
XM_047171143	na	0.8441997	
XM_047167515	na	0.84399104	
XM_047186085	na	0.8437762	
XM_047175744	na	0.84261996	
XM_047163150	na	0.84260094	
XM_047185058	na	0.84211725	
XM_047176682	na	0.8417037	
XM_047186326	na	0.84147966	
XM_047184846	na	0.8404709	
XM_047176721	na	0.840424	
XM_047170260	na	0.8403816	
XM_047172795	na	0.8393734	
XM_047171151	na	0.8392649	
XM_047168366	na	0.83925116	
XM_047171613	na	0.83913815	
XM_047172041	na	0.83765465	
XM_047165182	na	0.8371405	
XM_047176705	na	0.83690315	
XM_047177237	na	0.8367474	
XM_047181161	na	0.83667547	
XM_047163983	na	0.8359791	
XM_047167715	na	0.83596724	
XM_047177908	na	0.8356372	
XM_047177128	na	0.835528	
XM_047166333	na	0.83541936	
XM_047180596	na	0.83536917	
XM_047177137	na	0.83506745	
XM_047163070	na	0.8350641	
XM_047167722	na	0.8342975	
XM_047176296	na	0.8333062	
XM_047169664	na	0.83280075	
XM_047167275	na	0.83261067	
XM_047175317	na	0.83257025	
XM_047171888	na	0.8323231	
XM_047170521	na	0.83175236	
XM_047169783	na	0.8317102	
XR_006985449	na	0.8308934	
XR_006984997	na	0.83055	
XM_047164280	na	0.8299521	
XM_047171322	na	0.8298621	
XM_047165773	na	0.8297944	
XM_047184378	na	0.82977617	
XM_047182782	na	0.829584	
XR_006984780	na	0.82848424	
XM_047168585	na	0.82769024	
XM_047173396	na	0.8274349	
XM_047179439	na	0.8268892	
XM_047173423	na	0.82687944	
XM_047172029	na	0.82626176	
XR_006984673	na	0.82586783	
XM_047166764	na	0.8258344	
XM_047172503	na	0.824831	
XM_047176278	na	0.82408637	
XM_047175359	na	0.82406133	
XM_047167387	na	0.82334673	
XM_047165454	na	0.82212615	
XM_047163989	na	0.82208514	
XM_047169647	na	0.82204133	
XM_047186478	na	0.82190174	
XM_047186251	na	0.82184285	
XM_047184688	na	0.821207	
XM_047184792	na	0.820867	
XM_047163946	na	0.82068306	
XM_047168645	na	0.82023346	
XM_047165625	na	0.8199895	
XM_047173045	na	0.8159634	
XM_047169050	na	0.8158824	
XM_047182608	na	0.81572574	
XM_047186356	na	0.81478745	
XM_047175934	na	0.8147699	
XM_047170643	na	0.81445193	
XM_047170179	na	0.81425005	
XM_047167916	na	0.8141121	
XM_047168397	na	0.8140572	
XM_047179072	na	0.8139271	
XM_047167774	na	0.8139089	
XM_047167792	na	0.8136124	
XM_047185760	na	0.81282747	
XM_047165079	na	0.81280476	
XM_047178794	na	0.8125044	
XM_047176494	na	0.8120641	
XM_047169286	na	0.81158215	
XM_047167309	na	0.811267	
XM_047182983	na	0.81077456	
XM_047185523	na	0.81036824	
XM_047175951	na	0.8100399	
XM_047184795	na	0.80977184	
XM_047170203	na	0.8097625	
XM_047170021	na	0.80967444	
XM_047174534	na	0.8081589	
XM_047166378	na	0.80713826	
XM_047176534	na	0.8062619	
XM_047168561	na	0.80542743	
XM_047168199	na	0.8049453	
XM_047168346	na	0.80474734	
XM_047175265	na	0.80421764	
XM_047178418	na	0.8040526	
XM_047182301	na	0.8039723	
XM_047186389	na	0.8037643	
XR_006984959	na	0.8032856	
